ImageId,EncodedPixels
test_mask_826,1253 1 16632 1 16663 1 16903 1 17154 1 17379 1 17629 1 17660 1 17878 5 17884 2 17905 1 17909 2 17912 2 17916 1 18129 1 18131 1 18161 2 18374 2 18377 1 18379 2 18406 1 18408 1 18413 1 18417 1 18618 1 18624 1 18626 1 18631 3 18635 1 18655 1 18657 3 18663 2 18666 1 18866 1 18869 1 18878 2 18881 1 18887 1 18910 3 19101 1 19126 1 19131 2 19162 2 19378 2 19401 1 19409 1 19596 1 19599 4 19660 2 19663 1 19668 1 19847 3 19851 2 19874 1 20095 1 20099 2 20341 2 20346 2 20349 1 20351 1 20367 1 20587 1 20594 2 20597 4 20660 1 20668 1 20840 1 20847 1 20934 1 21089 2 21096 4 21155 1 21346 3 21584 1 21587 2 21590 1 21593 1 21831 1 21838 1 21843 1 21849 2 22084 1 22097 1 22099 2 22333 1 22337 1 22339 1 22347 2 22584 1 22586 1 22588 1 22590 1 22597 1 22600 1 22837 1 22840 1 23085 1 23091 1 23339 2 23347 1 23590 2 23832 1 23835 1 24083 2 24331 1 24333 4 24579 1 24581 1 24584 1 24834 2 24837 1 25832 1 26332 1 26581 1 28075 1 28339 1 28827 1 29085 1 29334 1 29336 1 29577 1 29586 1 30077 2 30089 1 30338 1 30340 1 30573 1 30585 1 30829 1 31582 1 31584 2 31833 1 32083 4 32329 1 32331 1 32334 2 32584 1 32587 1 32829 1 32834 2 33082 1 33086 1 33334 1 33336 1 33342 1 33586 1 33834 1 34082 1 36587 1 37341 1 37591 1 37840 1 37848 1 38089 1 38339 1 38848 1 39347 1 40095 1 40100 2 40345 1 40600 1 40846 1 41100 3 41351 2 41358 1 41844 1 41848 1 41852 1 41856 1 42351 1 42847 3 42856 2 43109 2 43603 1 44358 1 44366 1 46420 1
test_mask_827,1253 1 10088 1 12096 1 12575 1 12591 1 13089 1 13838 1 13843 1 14088 1 14119 1 14578 1 14588 2 14819 1 14838 1 15066 1 15070 1 15084 1 15100 2 15320 1 15570 1 15590 1 15601 1 15809 1 15815 1 15831 1 15837 1 15846 1 16056 1 16070 3 16080 2 16085 1 16087 2 16092 1 16102 2 16112 1 16320 2 16346 1 16351 2 16371 1 16383 1 16553 1 16570 1 16579 1 16584 2 16595 1 16601 1 16626 1 16809 3 16814 1 16829 1 16834 1 16840 4 16845 2 16860 1 16871 1 16874 1 16877 1 17059 3 17065 1 17076 1 17079 1 17084 2 17090 4 17096 1 17122 2 17315 1 17321 1 17327 1 17346 2 17358 1 17561 1 17566 2 17572 1 17575 1 17577 1 17592 2 17596 3 17600 1 17811 1 17817 3 17825 1 17827 2 17834 1 17842 1 17844 1 17848 3 18052 1 18068 2 18076 1 18083 1 18099 1 18301 1 18313 2 18319 2 18322 1 18324 1 18343 1 18345 1 18347 1 18554 1 18569 2 18573 2 18582 1 18596 2 18604 2 18800 1 18814 1 18823 2 18831 1 19064 1 19308 3 19316 2 19325 1 19332 2 19339 1 19341 1 19347 1 19536 1 19538 2 19554 1 19566 2 19569 2 19790 1 19916 1 20028 1 20064 1 20276 1 20284 2 20293 1 20304 2 20315 1 20558 1 20560 2 20566 2 20586 1 20771 1 20806 1 20809 3 20813 1 20826 1 20904 1 21036 1 21055 1 21058 1 21061 1 21065 2 21075 1 21304 1 21553 1 21556 1 21558 4 21567 2 21576 1 21801 2 21810 3 21818 2 22039 1 22067 1 22303 2 22307 3 22315 2 22548 1 22553 1 22557 2 22565 2 22569 1 22785 1 22809 1 22816 1 23061 1 23308 2 23316 1 24298 1 24303 2 24522 1 24548 1 24798 1 25561 1 25802 1 26045 1 26301 1 27289 1 28285 1 29536 1 29538 1 29786 1 29788 1 30034 1 30036 3 30287 2 30535 1 30537 1 30539 1 30786 1 30788 1 31034 1 31288 1 33536 1 34038 1 35038 2 35288 2 37786 1 37788 1 38037 2 38288 1 41821 1 42320 3 42827 2 43078 1 51002 1
test_mask_828,1253 1 18099 2 18349 2 18600 2 19565 1 19568 3 19816 2 19819 3 20068 1 20314 2 20318 3 20336 1 20563 2 20566 5 20579 1 20589 1 20592 2 20809 1 20815 2 21065 2 21315 1 21556 1 21800 3 22052 2 22302 1 22305 1 22548 1 22553 2 25541 1 25791 1 26037 1 27039 1 27288 2 27536 1 27538 2 27789 1 28036 1 28285 2 28786 1 29034 1 29286 1 29536 1 29538 1 29786 1 29788 2 30034 1 30036 3 30282 1 30286 4 30534 2 30537 1 30539 1 30788 2 31033 2 31286 1 31288 2 31295 1 32026 2 32034 3 32534 1 32786 1 33283 1 33286 1 33536 1 33538 1 33781 1 33784 1 33786 1 33788 1 34034 1 34036 3 34285 4 34535 1 35038 2 35286 1 35288 2 35539 1 36035 2 36783 2 36786 1 37033 1 37536 1 37538 1 37784 1 37786 1 37788 1 38034 1 38036 1 38038 1 38284 2 38535 1 39038 2 39786 1 40036 1 40050 1 41298 1 41800 1 41802 1 42285 1 42800 1 43052 1 47333 1 47612 2 47831 1 47834 1 47862 1 48081 1 51002 1
test_mask_829,1331 1 10119 1 12127 1 13874 1 18036 1 18289 1 18538 1 18785 1 19538 2 19789 1 20028 1 21001 1 21036 1 21503 1 22034 1 22036 1 22038 1 22284 1 22286 1 22288 1 22534 1 22536 3 22785 1 23538 2 25776 1 25784 1 25786 1 25788 1 26034 1 26038 1 26287 2 26534 2 26537 2 26785 1 26787 1 27280 1 27288 2 27539 1 27778 1 27789 1 28285 2 29034 1 29036 1 29525 1 29536 1 29784 1 29786 1 30038 1 30282 1 30284 1 30287 2 30534 2 30537 1 31030 1 31288 2 31532 1 32751 1 32786 1 33536 1 33538 1 33786 1 33788 1 34037 2 34288 1 34535 1 39800 1 40050 1 40053 1 40552 1 41053 1 42053 1 42057 1 42800 1 51002 1
test_mask_830,1253 1 15836 1 16351 2 16842 1 16845 1 17092 1 18067 2 18319 1 18323 2 18565 1 18569 2 18573 1 18800 1 18816 1 19315 3 19570 1 19822 1 20064 1 20293 1 20323 1 20563 1 20574 1 20582 1 20811 1 21073 1 21556 1 21559 2 21566 3 21817 3 22052 1 22068 1 22307 3 22316 1 22548 1 22553 1 22557 2 22566 1 22803 1 22809 1 23559 2 24054 1 24302 1 24304 1 25552 1 25802 1 26051 2 26301 1 26304 1 30297 1 31042 1 37817 1 38067 1 40075 1 40327 1 40827 1 41079 1 41620 1 41659 1 41832 2 42080 1 42382 1 42634 1 42874 1
test_mask_831,1253 1 13838 1 13843 1 13869 1 13874 1 14088 1 15084 1 15872 1 16087 2 16102 1 16119 1 16320 2 16351 2 16367 1 16371 1 16373 1 16575 1 16584 1 16601 1 16606 1 16617 1 16632 1 16831 1 16834 1 16841 3 16845 1 16865 1 16872 2 17091 3 17108 1 17122 3 17342 2 17373 1 17568 1 17572 1 17577 2 17592 2 17596 3 17600 1 17604 1 17608 2 17624 1 17629 1 17632 1 17816 4 17822 1 17827 1 17834 1 17839 2 17842 3 17847 4 17859 1 17871 1 18067 3 18083 1 18092 1 18098 3 18123 1 18314 2 18317 5 18324 1 18341 1 18343 4 18350 2 18355 1 18375 1 18377 1 18564 1 18566 1 18568 3 18572 3 18587 1 18592 2 18595 1 18597 1 18600 2 18604 2 18629 1 18635 1 18637 1 18814 1 18816 6 18848 1 18855 1 19065 2 19068 3 19095 1 19097 1 19128 1 19308 2 19315 3 19321 1 19339 1 19345 1 19347 1 19554 1 19558 2 19564 7 19574 1 19800 1 19807 1 19815 3 19819 2 19843 1 20061 1 20068 2 20088 1 20304 1 20307 2 20314 2 20319 1 20414 1 20548 1 20555 1 20558 2 20561 3 20566 5 20574 1 20589 1 20657 1 20798 1 20806 1 20809 3 20813 4 20821 1 20826 1 20834 1 20837 1 20840 1 21055 2 21058 1 21060 2 21065 3 21093 1 21299 1 21304 1 21311 2 21315 2 21553 1 21556 2 21559 10 21576 1 21800 6 21810 4 21817 3 22051 3 22059 2 22067 2 22299 1 22302 1 22304 6 22314 4 22548 1 22553 2 22557 2 22565 3 22800 1 22808 3 22815 2 23048 1 23060 2 23301 1 23308 2 23316 1 23550 1 23559 1 24298 1 24304 1 24548 1 24798 1 25552 1 25554 1 25802 1 25804 1 26045 1 26051 2 26298 1 26300 3 26550 1 26800 1 27288 2 27536 1 27538 2 28035 1 28285 1 28311 1 28786 1 29035 2 29536 1 29538 1 29786 1 29788 1 30034 1 30036 3 30040 1 30286 3 30534 2 30537 4 30786 1 30788 1 31034 1 31286 1 31288 1 31295 1 31539 2 31543 1 31545 1 32034 2 32044 1 32046 1 32296 1 32299 1 33042 1 33538 1 33786 1 33788 1 34034 1 34037 2 34288 3 34535 3 34542 1 34788 1 35034 1 35038 2 35286 1 35288 2 35536 1 35539 1 35785 1 36035 2 37788 1 38038 1 38288 1 39049 1 39052 1 39304 1 39552 1 39800 1 40049 2 40053 1 40301 1 40552 1 40800 1 41051 3 41298 1 41301 4 41551 1 41553 1 41800 4 42050 2 42053 2 42319 1 42550 1 42552 2 42800 1 42817 1 43062 1 43065 1 43072 1 43074 2 43078 1 43305 1 43316 1 43321 1 43327 1 43330 1 43562 2 43565 1 43567 1 43569 2 43572 1 43574 1 43581 1 43814 2 43818 2 43825 1 44064 1 44067 4 44074 3 44078 1 44083 1 44314 1 44316 5 44324 1 44326 2 44329 2 44332 3 44569 1 44572 1 44575 3 44815 1 44819 1 44834 2 45076 1 45085 1 45820 1 46583 1
test_mask_832,1253 1 1378 1 10119 1 11875 1 12121 1 12123 3 12622 1 12871 1 12875 1 13120 1 13124 1 13371 1 13619 1 13622 1 13869 1 13874 1 14370 1 14620 2 14869 3 15115 1 15121 1 15840 1 16101 1 16114 1 16117 2 16346 1 16351 2 16366 1 16584 1 16589 1 16595 1 16601 1 16615 2 16834 1 16841 2 16862 2 16865 1 17091 2 17096 1 17112 2 17122 1 17342 1 17347 2 17358 1 17592 1 17596 1 17608 2 17840 1 17842 1 17848 1 17850 1 17859 1 18092 1 18099 1 18319 2 18346 1 18569 2 18604 2 18613 1 18855 1 19070 2 19320 1 19340 1 19568 3 19815 1 19817 1 19820 1 20060 1 20064 1 20068 3 20314 5 20555 1 20563 1 20566 5 20574 1 20809 3 20814 1 21066 2 21315 1 21553 1 21556 4 21561 2 21564 1 21566 3 21800 8 21811 1 21817 3 21963 1 22051 3 22066 4 22302 4 22307 3 22315 3 22548 1 22550 1 22553 2 22557 2 22565 5 22800 2 22803 1 22805 1 22809 2 22816 1 23053 3 23060 2 23300 2 23308 2 23316 1 23552 1 23554 2 23559 2 23800 1 24298 1 24303 2 24548 1 24811 1 25299 2 25552 1 25801 2 25804 1 26045 1 26051 2 26300 3 26550 2 26553 1 26800 1 27288 2 27538 2 28033 1 28043 1 28285 2 28293 1 28311 1 28549 1 28786 1 29042 1 29536 1 29538 1 29542 1 29786 1 29788 2 30034 1 30036 3 30286 4 30308 1 30534 2 30537 1 30539 1 30558 1 30788 2 31033 2 31038 1 31298 1 31301 1 31314 1 32050 1 32299 2 32552 1 33042 1 33302 1 33305 1 33553 1 39570 1 39820 1 39831 1 40069 2 40081 1 40084 1 40319 1 40332 1 40570 1 40574 1 40585 1 40815 2 40828 1 41069 1 41074 1 41076 1 41080 1 41082 3 41320 1 41324 1 41326 2 41329 1 41332 1 41334 2 41582 1 41584 1 41820 1 41824 1 41827 1 41829 1 41831 3 42072 1 42081 2 42084 2 42322 1 42571 1 42583 1 42825 1 42831 1 43078 1 43093 1 43097 1 43103 1 43106 1 43593 1 43601 1 43845 1 44098 3 44106 1 44331 1 44345 1 44350 1 44357 2 44608 1
test_mask_833,1253 1 10558 1 10570 1 10807 1 22286 1 22288 1 30288 1 39556 1 39800 1 41667 1 41820 1 42571 1
test_mask_834,1253 1 18601 1 20595 1 22816 1 24298 1 24304 1 24554 1 25801 2 26051 2 26298 1 26301 4 26550 1 30044 1 30296 1 30535 1 31042 1 31288 1 31294 1 31543 1 31546 1 32042 1 32044 1 32292 1 32294 2 33291 1 33546 1 34043 1 34292 2 35039 1 35289 1 35793 1 37800 1 38552 1 39800 1
test_mask_835,1253 1 14119 1 15856 1 15858 2 16107 2 16351 2 16355 2 16601 1 16605 3 16841 2 16849 1 17091 2 17105 2 17339 1 17359 1 17593 1 17604 1 17609 1 17818 1 17827 1 18067 3 18318 3 18568 3 18572 2 18605 1 18816 2 18819 1 19069 2 19315 2 19567 4 19810 1 19813 1 19817 1 19820 1 20060 1 20315 1 20555 1 20558 1 20561 1 20566 3 20694 1 20808 3 20934 2 21299 1 21556 1 21559 2 21800 4 21805 1 22052 2 22302 1 22304 2 22307 3 22430 1 22548 1 22550 1 22553 2 22557 2 22800 1 22803 1 22809 1 23054 2 23300 2 23306 1 23559 1 23800 1 24053 1 24298 1 24303 2 24548 1 24553 2 25300 1 25552 1 25794 1 26045 1 26292 1 26295 1 26542 1 30288 1 30534 2 30539 1 31288 1 32050 1 41667 1 42320 1 42815 1 42827 1 43075 1 43078 1 43083 1 43832 1
test_mask_836,1253 1 14376 1 18569 1 22305 1 22553 2 22557 1 29705 1
test_mask_837,1253 1 14119 1 15840 1 16091 1 16340 1 16356 1 16584 1 16588 1 16590 1 16606 1 16840 2 17091 1 17791 1 18037 1 18287 1 18537 1 18785 1 18787 1 18789 2 18803 1 18818 1 19037 2 19288 1 19536 1 19538 2 19567 1 19789 1 20028 1 20277 1 20283 1 20285 1 20414 1 20535 1 20776 1 21036 1 21286 1 21932 1 21963 1 30284 1 30287 2 30535 1 31289 1 32036 1 32786 1 33538 1 33786 1 34034 1 34036 3 34287 2 34535 1 36035 1 43252 1 43581 1 51002 1
test_mask_838,1253 1 14838 1 15831 1 16128 1 16320 1 16553 2 16803 1 16809 3 16829 1 16845 1 17059 3 17090 3 17802 1 17804 1 17842 1 17916 1 18036 1 18052 2 18287 1 18292 1 18301 4 18538 1 18548 1 18553 2 18573 1 18663 1 18785 1 18800 1 18803 1 18824 1 18831 1 18912 1 19162 1 19339 1 19538 2 19546 1 19558 2 19566 3 19790 1 19800 1 19812 1 20028 1 20284 2 20292 1 20307 1 20535 1 20555 2 20561 1 20566 2 20587 1 20793 1 20806 1 20810 1 20935 1 21036 1 21056 1 21169 1 21284 1 21299 1 21550 1 21558 3 21682 1 21684 1 21687 1 21788 1 21800 1 21803 1 21925 1 21932 1 21942 1 21963 1 22036 1 22192 1 22195 1 22209 1 22284 1 22287 1 22308 1 22430 1 22432 2 22442 1 22453 1 22537 1 22548 1 22553 1 22682 3 22694 1 22785 1 22787 1 22934 1 22941 1 23204 1 23281 1 23300 1 23538 2 23715 1 23963 1 24227 1 24470 1 24477 1 24720 1 24966 2 24998 1 27539 1 28748 1 29786 1 30038 1 30288 1 30535 1 30788 1 31288 1 33786 1 33788 1 34034 1 34038 1 34287 2 35288 2 38038 1 40552 1 41327 1 41553 1 41800 1 41802 1 42321 2 43078 1
test_mask_839,1253 1 14620 1 14871 1 16871 1 17092 1 17833 1 18052 1 18083 1 18553 1 18582 1 19567 1 19820 1 20060 1 20305 1 20315 1 20555 1 20561 1 20567 1 20808 2 21065 1 21299 1 21556 1 21559 2 21800 2 21803 1 21819 1 22036 1 22052 2 22303 2 22306 2 22316 1 22538 1 22548 1 22553 2 22566 1 22785 1 22789 1 22803 1 23039 1 23538 1 24548 1 25786 1 26037 2 26287 1 26537 1 26539 1 27039 1 27288 2 27538 2 28036 1 28038 1 28285 2 28538 1 28786 1 29034 2 29536 1 29786 1 29788 2 30034 1 30036 1 30038 1 30282 1 30286 4 30534 2 30537 1 30539 1 30789 1 31286 1 31288 2 32034 1 32036 1 32786 1 33536 1 33538 1 33786 1 33788 2 34034 1 34036 3 34287 2 34535 1 34538 1 34788 2 35038 2 35288 2 36036 1 36059 1 37536 1 37786 1 37788 1 38038 1 38288 1 38539 1 39800 1 41071 1 41800 1 42072 1 42319 2 42827 1 42835 1
test_mask_840,1253 1 15877 1 16122 1 16130 1 16352 1 16371 1 16378 1 16584 2 16590 1 16595 1 16601 2 16621 1 16626 1 16637 1 16840 1 17128 1 17822 1 18067 3 18319 2 18568 3 18573 1 18816 2 18819 2 18822 1 19068 3 19315 2 19320 1 19558 1 19566 5 19810 1 19812 2 19816 2 19819 3 20059 3 20068 1 20306 3 20315 1 20554 1 20558 1 20560 1 20563 1 20566 2 20808 2 21062 1 21315 1 21553 1 21556 1 21559 1 21800 5 21819 1 22052 2 22302 4 22307 1 22316 1 22548 1 22550 1 22553 2 22557 1 22566 1 22800 1 22803 2 22809 1 23054 2 23300 1 23554 2 23559 2 23800 2 24298 1 24303 2 24548 1 24552 3 25299 1 25552 1 25801 2 25804 1 26051 2 26298 1 26300 3 26548 1 26550 2 26800 2 27794 1 29786 1 29789 1 30037 1 30288 1 30294 1 30296 1 30534 2 30789 1 30794 1 30797 1 31041 1 31288 1 31296 1 31542 1 31796 1 39315 1 40319 1 40326 2 40567 1 40570 1 40815 1 40827 2 41069 1 41074 1 41820 1 41824 1 41832 1 42602 1
test_mask_841,1253 1 19600 2 19819 2 19841 1 19847 2 20130 1 20319 3 20336 1 20367 1 20373 1 20376 1 20382 2 20568 3 20587 1 20589 1 20595 1 20624 1 20626 1 20629 1 20815 1 20871 1 20873 1 20877 1 21075 1 21087 1 21128 1 21315 1 21317 1 21556 2 21562 1 21576 1 21624 1 21801 1 21817 3 21824 1 22052 1 22067 2 22307 2 22314 1 22316 2 22553 2 22557 1 22566 2 22569 1 22815 2 23308 1 23559 2 24445 1 25802 1 26550 1 27288 2 27538 2 28285 1 29536 1 29538 1 29786 1 29788 1 30034 1 30036 3 30286 4 30534 2 30537 1 30539 1 30786 1 31034 1 31286 1 31288 2 33536 1 33538 1 33786 3 34034 1 34037 2 34286 1 34288 2 34535 1 35038 2 35286 1 35288 2 35539 1 36035 2 36783 1 37786 1 37788 1 38036 1 38038 1 38285 1 38539 1 39038 1 39052 1 39799 2 40049 3 40301 1 40552 1 40800 1 40807 1 41051 3 41068 2 41301 2 41304 1 41551 1 41553 1 41745 1 41800 3 42051 1 42053 2 42072 1 42319 2 42553 1 42800 1 42815 1 42827 1 43074 2 43083 1 43315 2 43322 1 43569 2 43572 1 43581 1 43818 2 44066 1 44068 3 44316 4 44324 4 44333 1 44576 2 44815 1 44835 1 45068 2 45085 1 45317 2 45566 2 45814 1 45816 2 45819 2 46065 1 46080 1 46567 1 46581 1 46583 1 48070 1 48578 1 49076 1 49850 1 49854 1 50321 1 50575 1 50581 1 50597 1 50624 1 50828 1 50874 1 51374 1 51628 1 51850 2 52620 1
test_mask_842,1253 1 15846 1 16092 1 16351 1 16584 2 16595 1 16601 1 16829 1 16845 1 17091 1 17123 1 17818 2 18067 3 18316 1 18319 2 18568 3 18573 2 18815 2 18818 2 19315 3 19320 2 19567 3 19816 2 19820 1 20068 1 20314 2 20558 1 20563 1 20566 3 20811 1 21065 1 21556 1 21559 1 21801 4 21811 1 22052 2 22303 3 22307 2 22548 1 22553 2 22557 2 23054 1 26551 1 27039 1 27288 2 27536 1 27538 1 28286 1 28288 2 28300 1 29034 1 29536 1 29538 1 29786 1 29788 2 30034 1 30036 3 30288 2 30534 2 30537 1 30789 1 31039 1 31286 1 31288 2 35039 1 39556 1 41820 1 42069 1 42072 2 42322 1 42571 1 43628 1
test_mask_843,1253 1 19601 1 20367 1 20373 1 20382 1 20595 1 20598 2 20626 1 20873 1 21118 1 21593 1 21622 1 21624 1 21817 3 21876 1 22067 2 22084 1 22123 1 22316 5 22336 1 22554 1 22568 3 22588 1 22621 1 22629 1 22815 2 22872 1 23554 2 24164 1 24304 1 24414 1 24935 2 25801 2 26051 2 26300 1 26302 3 26550 1 26553 1 27794 1 28043 1 28293 1 30037 1 30288 1 30297 2 30300 1 30303 2 30535 1 30789 1 31288 1 31294 1 31296 1 31302 1 31794 1 31796 1 32042 1 32048 1 32296 1 32543 1 33049 1 33302 1 33802 1 34050 1 34300 2 35294 1 35544 1 35794 1 36046 1 38038 1 38051 1 39052 1 39054 1 39298 1 39800 1 39802 1 40051 2 40552 1 40799 2 41052 1 41301 1 41304 1 41551 2 41554 1 41800 4 42051 4 42300 2 42552 1 42799 2 45317 1 45567 1 47831 1 49601 1 49854 1 50100 1 50352 1 50597 1
test_mask_844,1253 1 18099 1 18320 1 18569 2 18572 1 18601 1 19070 1 19565 1 19632 1 20070 3 20314 1 20319 2 20414 1 20567 4 20589 1 20657 1 20814 2 20837 1 21315 1 21576 1 21816 4 22067 2 22314 1 22317 1 22319 2 22557 1 22566 1 22815 2 39800 1 40050 1 41800 1 41802 1 42053 2 42057 1 42800 1 43315 1 43570 1 43819 1 44068 2 44834 1 45084 1
test_mask_845,1253 1 1331 1 16118 1 16352 1 16873 1 16935 1 17123 1 17185 1 17624 1 18355 1 18601 1 18604 2 18632 1 18663 1 18849 2 19565 1 19570 1 19596 1 19599 1 19601 1 19630 1 19632 1 19659 1 19663 2 19819 2 19838 1 19847 1 19853 1 19862 1 19869 1 19878 1 19880 1 19893 1 19909 1 19914 1 19916 1 20093 1 20102 1 20118 2 20124 1 20154 1 20162 1 20165 1 20314 2 20318 3 20336 1 20339 1 20342 1 20345 1 20351 1 20367 1 20398 1 20408 1 20413 2 20567 4 20589 1 20592 2 20595 1 20597 3 20620 1 20626 1 20629 1 20649 1 20655 1 20657 1 20660 1 20664 1 20809 2 20814 2 20837 1 20840 3 20868 1 20871 1 20873 1 20902 3 20934 3 21066 1 21087 1 21089 1 21092 2 21097 1 21118 1 21123 1 21128 1 21149 1 21155 1 21159 1 21161 1 21180 1 21186 1 21317 1 21346 1 21408 1 21553 1 21556 2 21559 1 21562 1 21593 1 21624 1 21686 2 21800 2 21805 1 21807 1 22052 2 22302 7 22336 1 22439 1 22548 1 22553 2 22557 3 22566 2 22621 1 22803 1 22805 1 22809 1 23048 1 23052 1 23300 1 23551 2 23800 1 23804 1 24303 1 24548 1 24550 1 25544 1 25787 2 26037 2 26287 3 26293 1 26301 1 26532 1 26538 1 26543 1 26785 1 26787 1 26789 1 27039 1 27284 1 27286 1 27288 2 27536 1 27538 2 27778 1 27787 1 27789 1 28033 4 28285 2 28299 1 28534 1 28783 1 28786 1 29033 4 29283 1 29286 1 29536 1 29538 1 29786 1 29788 2 30034 1 30036 1 30038 1 30284 1 30286 3 30290 1 30534 2 30537 1 30539 1 30788 1 31033 2 31038 2 31286 1 31288 1 31295 1 31502 1 31520 1 31543 1 32026 1 32034 2 32044 1 32046 1 32272 1 32296 1 32299 1 32528 1 32772 1 33042 1 33044 1 33538 1 34034 1 34037 2 34290 1 34535 1 34537 1 35038 2 35286 1 35288 2 35539 1 35785 1 36035 2 38038 1 39304 1 39554 1 39799 2 40049 3 40053 1 40059 1 40301 1 40552 1 40800 1 41051 3 41298 1 41301 4 41551 1 41553 1 41800 3 42050 2 42053 2 42319 4 42551 3 42800 1 42817 1 42827 1 43074 2 43078 1 43083 1 43333 1 43570 1 43581 1 43585 1 43819 1 43831 1 44069 2 44076 1 44083 1 44317 3 44326 2 44333 1 44577 1 44835 1 45085 1 51002 1
test_mask_846,1253 1 1284 1 1300 1 1331 1 10041 1 11305 1 11589 1 12077 1 12108 1 12575 1 12840 1 13089 1 13371 1 13837 2 13843 1 14088 1 14097 4 14334 1 14348 3 14600 2 14847 1 14850 2 15320 1 15570 1 16320 1 16564 1 16569 2 16809 3 17317 1 17802 1 18051 3 18302 2 18548 1 18553 2 18800 1 18803 2 19053 2 20293 1 21044 1 21299 1 30036 1 30038 1 30288 1 30535 1 31288 1 32050 1 32300 1 32303 1 33553 1 34050 2 39800 1 40070 1 40319 1 40567 1 40569 2 40815 1 40827 2 41074 1 41076 1 41320 1 41326 1 41820 1 41827 1 42072 1 42080 1 42570 2 42825 1 42828 1 43624 1
test_mask_847,1253 1 15856 1 16087 1 16108 1 16333 1 16352 1 16356 2 16581 1 16584 1 16601 2 16606 1 16831 1 16834 1 16841 2 16845 1 16873 1 17085 1 17091 2 17105 1 17108 1 17123 1 17348 1 17359 1 17592 2 17596 3 17604 1 17609 1 17624 1 17822 1 17840 1 17842 1 17847 4 18067 3 18084 1 18098 3 18131 1 18317 5 18323 1 18343 2 18351 1 18373 1 18568 3 18572 1 18593 1 18595 3 18600 1 18603 2 18623 1 18800 1 18803 1 18816 7 18831 1 18848 2 18855 1 19055 1 19068 4 19095 1 19100 1 19104 1 19315 2 19320 1 19339 1 19341 1 19347 1 19554 1 19564 2 19567 5 19800 1 19810 1 19816 2 19819 3 19843 1 20059 3 20067 4 20307 1 20314 4 20319 2 20548 1 20553 3 20558 1 20562 3 20566 4 20574 1 20587 1 20809 3 20814 3 21058 1 21061 1 21065 3 21315 3 21549 1 21556 1 21558 2 21562 1 21564 4 21791 1 21800 8 21811 1 21816 4 22051 3 22065 1 22068 1 22302 4 22307 1 22315 2 22548 1 22550 1 22553 2 22557 1 22565 5 22800 2 22803 4 22809 2 22816 2 23048 1 23053 3 23058 4 23300 2 23307 2 23310 3 23316 1 23554 1 23559 5 24548 1 24798 1 24811 1 25299 1 25552 1 25802 1 25804 1 26037 1 26045 1 26051 1 26300 4 26550 2 26553 1 26800 1 27039 1 27286 1 27288 2 27536 1 27538 3 27793 2 28036 1 28043 1 28285 2 28293 1 28786 1 29034 3 29536 1 29538 1 29786 4 30034 1 30036 3 30284 1 30287 2 30316 1 30534 6 30787 2 31034 1 31039 1 31286 1 31288 2 31540 1 32035 2 32046 1 32786 1 33538 1 33786 1 33788 1 34038 1 34535 1 35038 2 35288 2 36036 1 38038 1 38285 1 38287 1 38539 1 38789 1 39072 1 39315 1 39556 1 39800 1 40063 1 40069 1 40074 1 40317 2 40568 1 40815 1 41068 5 41074 2 41302 1 41304 1 41319 2 41327 1 41567 2 41800 1 41802 1 41820 2 41823 1 42054 1 42069 1 42072 1 42319 2 42322 1 42325 1 42337 1 42577 1 42815 3 42825 3 42835 1 42843 1 43074 2 43077 2 43083 1 43086 1 43315 2 43333 1 43564 1 43569 1 43572 1 43585 2 43819 1 43823 1 43830 1 43832 1 44068 3 44074 1 44076 1 44318 2 44324 4 44331 2 44571 1 44577 1 44827 1 45317 1 46080 1 46581 1
test_mask_848,1253 1 13869 1 14119 1 14869 1 16351 2 16829 1 16842 1 17091 2 17848 1 18099 1 19339 1 19538 2 20414 1 21786 1 21931 1 22034 1 22036 1 22039 1 22284 1 22286 3 22536 1 22538 1 22785 1 23538 1 25786 1 25788 1 26038 2 26287 2 26534 1 27288 2 27539 1 28285 2 29786 1 29788 2 30037 2 30282 1 30288 1 30534 2 30537 1 30539 1 30789 1 31039 1 31288 2 33786 1 34037 2 34288 1 34535 1 35039 1 42571 1 43252 1
